year,popsize,propmig,He,Ho,Fis,nadults,sxratio,nmig,Fst,replicate,parameterset,numboff,FstVSource,FisVSource,deltaK,propMigSNPs,Ho_allSNPs,project,group,k,nSNP,miggy,LBhet,maxage,broodsize,maturity,years,r0,nSNP.mig,nSNP.cons
243,727,0.00275103163686382,0.43176984870014,0.43176441165437,0.272911709665777,506,0.481430536451169,1,0.113097333975696,1,2,221,NA,NA,1000,0.551444291609353,0.431699387270226,_proj_,_group_,1000,100,a,0.45,9,2,1,250,1,10,0
244,708,0,0.431519337297131,0.433050847457627,0.274481538959715,483,0.480225988700565,1,0.11358577072245,1,2,225,NA,NA,1000,0.548870056497175,0.433050847457627,_proj_,_group_,1000,100,a,0.45,9,2,1,250,1,10,0
245,728,0,0.431754646452449,0.433591408591409,0.270886901876353,506,0.491758241758242,1,0.114349538168379,1,2,222,NA,NA,1000,0.550412087912088,0.433591408591409,_proj_,_group_,1000,100,a,0.45,9,2,1,250,1,10,0
246,715,0,0.431753053049938,0.434125874125874,0.272463118723014,499,0.488111888111888,1,0.115280392081587,1,2,216,NA,NA,1000,0.556923076923077,0.434125874125874,_proj_,_group_,1000,100,a,0.45,9,2,1,250,1,10,0
247,745,0.00134228187919463,0.432156880730188,0.432215985356925,0.269877558988849,525,0.495302013422819,1,0.114816560947877,1,2,220,NA,NA,1000,0.556107382550336,0.432190359975595,_proj_,_group_,1000,100,a,0.45,9,2,1,250,1,10,0
248,729,0.00137174211248285,0.432677971094371,0.431946626761442,0.273034631297562,521,0.482853223593964,1,0.114369274669626,1,2,208,NA,NA,1000,0.556995884773663,0.431911709689487,_proj_,_group_,1000,100,a,0.45,9,2,1,250,1,10,0
249,735,0.00136054421768707,0.434053311120366,0.435252937538652,0.269828248580679,514,0.453061224489796,1,0.11299787833781,1,2,220,NA,NA,1000,0.550204081632653,0.435213358070501,_proj_,_group_,1000,100,a,0.45,9,2,1,250,1,10,0
250,723,0.00276625172890733,0.434989527860691,0.434281403244059,0.273379183404661,506,0.450899031811895,1,0.112404375495246,1,2,217,NA,NA,1000,0.553665283540802,0.434213504337986,_proj_,_group_,1000,100,a,0.45,9,2,1,250,1,10,0
0,1000,0,0.425803372727273,0.25704,0,247,0.513,0,0,1,3,0,0.177236565539082,0.46015702686923,1000,0,0.233672727272727,_proj_,_group_,1000,100,b,0.45,9,2,1,250,1,10,0
1,905,0,0.425944274095307,0.260386740331492,0.447558396270339,517,0.507182320441989,0,-0.000705972633925657,1,3,16,NA,NA,1000,0,0.237408337518835,_proj_,_group_,1000,100,b,0.45,9,2,1,250,1,10,0
2,826,0,0.426183725168007,0.280785824345146,0.423250522241804,726,0.508474576271186,0,-0.000635924309066596,1,3,100,NA,NA,1000,6.05326876513317e-05,0.260642747083425,_proj_,_group_,1000,100,b,0.45,9,2,1,250,1,10,0
3,751,0,0.426248220707539,0.312544486139693,0.388461549675653,601,0.498002663115846,0,-0.000380667465111633,1,3,150,NA,NA,1000,0.000266311584553928,0.296731630553202,_proj_,_group_,1000,100,b,0.45,9,2,1,250,1,10,0
4,685,0,0.425455456046963,0.352676841406768,0.347159547833707,484,0.524087591240876,0,0.000120139062468037,1,3,201,NA,NA,1000,0.000802919708029197,0.342986065029861,_proj_,_group_,1000,100,b,0.45,9,2,1,250,1,10,0
5,684,0,0.425605596205204,0.393118022328549,0.303578475224431,453,0.511695906432749,0,0.000409528858519458,1,3,231,NA,NA,1000,0.00153508771929825,0.388875598086124,_proj_,_group_,1000,100,b,0.45,9,2,1,250,1,10,0
6,713,0,0.425652402809055,0.414236899145735,0.276389211181839,485,0.502103786816269,0,0.000763337302641919,1,3,228,NA,NA,1000,0.00203366058906031,0.412966976922096,_proj_,_group_,1000,100,b,0.45,9,2,1,250,1,10,0
7,707,0,0.425411838011443,0.425705284814196,0.264758745669012,478,0.497878359264498,0,0.00125502633919916,1,3,229,NA,NA,1000,0.00311173974540311,0.425639706827826,_proj_,_group_,1000,100,b,0.45,9,2,1,250,1,10,0
8,724,0,0.42463378018764,0.425615268709191,0.261601940392537,497,0.502762430939227,0,0.00172535701963755,1,3,227,NA,NA,1000,0.00366022099447514,0.425615268709191,_proj_,_group_,1000,100,b,0.45,9,2,1,250,1,10,0
9,726,0,0.424607810569323,0.42640871525169,0.260493240171239,507,0.512396694214876,0,0.00171277443394891,1,3,219,NA,NA,1000,0.0046831955922865,0.42640871525169,_proj_,_group_,1000,100,b,0.45,9,2,1,250,1,10,0
10,715,0,0.424010838493992,0.424806102987921,0.263327173392328,492,0.509090909090909,0,0.00195944201042833,1,3,223,NA,NA,1000,0.00510489510489511,0.424806102987921,_proj_,_group_,1000,100,b,0.45,9,2,1,250,1,10,0
11,718,0,0.423395604190194,0.422322106862497,0.26486205693074,493,0.515320334261838,0,0.00220266016356463,1,3,225,NA,NA,1000,0.00619777158774373,0.422322106862497,_proj_,_group_,1000,100,b,0.45,9,2,1,250,1,10,0
12,731,0,0.422865254013672,0.423355304066658,0.261482606697477,510,0.500683994528044,0,0.00267807569978077,1,3,221,NA,NA,1000,0.00718194254445965,0.423355304066658,_proj_,_group_,1000,100,b,0.45,9,2,1,250,1,10,0
13,725,0,0.422819163333694,0.424188087774295,0.261534361404115,502,0.504827586206897,0,0.00289352410486408,1,3,223,NA,NA,1000,0.00813793103448276,0.424188087774295,_proj_,_group_,1000,100,b,0.45,9,2,1,250,1,10,0
14,722,0,0.42295443035414,0.422047343238479,0.264205467931118,494,0.472299168975069,0,0.0032110520835197,1,3,228,NA,NA,1000,0.00831024930747922,0.422047343238479,_proj_,_group_,1000,100,b,0.45,9,2,1,250,1,10,0
15,708,0,0.423469850037288,0.423780174627632,0.265023315363602,487,0.474576271186441,0,0.00319941355624779,1,3,221,NA,NA,1000,0.00911016949152542,0.423780174627632,_proj_,_group_,1000,100,b,0.45,9,2,1,250,1,10,0
16,726,0,0.423154044026081,0.423528675181568,0.262279621673,498,0.480716253443526,0,0.003580581326039,1,3,228,NA,NA,1000,0.00888429752066116,0.423528675181568,_proj_,_group_,1000,100,b,0.45,9,2,1,250,1,10,0
17,726,0,0.422137397470367,0.421763085399449,0.263285657190779,504,0.504132231404959,0,0.00376351119254636,1,3,222,NA,NA,1000,0.0087465564738292,0.421763085399449,_proj_,_group_,1000,100,b,0.45,9,2,1,250,1,10,0
18,721,0,0.422925471442229,0.421838355818938,0.264542213497645,500,0.507628294036061,0,0.00362911909001851,1,3,221,NA,NA,1000,0.00977808599167822,0.421838355818938,_proj_,_group_,1000,100,b,0.45,9,2,1,250,1,10,0
19,702,0,0.42270879774441,0.42044807044807,0.268650217274216,478,0.494301994301994,0,0.00420751382592717,1,3,224,NA,NA,1000,0.010968660968661,0.42044807044807,_proj_,_group_,1000,100,b,0.45,9,2,1,250,1,10,0
20,722,0,0.422808793461739,0.419529085872576,0.266585837663359,493,0.5,0,0.00434522199952914,1,3,229,NA,NA,1000,0.0111495844875346,0.419529085872576,_proj_,_group_,1000,100,b,0.45,9,2,1,250,1,10,0
