year,popsize,propmig,He,Ho,Fis,nadults,sxratio,nmig,Fst,replicate,parameterset,numboff,FstVSource,FisVSource,deltaK,propMigSNPs,Ho_allSNPs,project,group,k,nSNP,miggy,LBhet,maxage,broodsize,maturity,years,r0,nSNP.mig,nSNP.cons
250,703,0,0.375319689001654,0.372727272727273,0.281773839483012,476,0.516358463726885,0,0.0903235800962709,1,3,227,NA,NA,1000,0.183854907539118,0.372727272727273,_proj_,_group_,1000,100,b,0.45,9,2,1,250,1,10,0
0,1000,0,0.425565618181818,0.2604,0,263,0.531,0,0,1,4,0,0.177336907302892,0.459760492251306,1000,0,0.236727272727273,_proj_,_group_,1000,100,c,0.45,9,2,1,250,1,10,0
1,892,0,0.425785050427864,0.26403995108031,0.439913413499171,515,0.532511210762332,0,-0.000702005442546769,1,4,14,NA,NA,1000,0.000168161434977578,0.240684875662454,_proj_,_group_,1000,100,c,0.45,9,2,1,250,1,10,0
2,809,0,0.425512658121473,0.286371502416002,0.413238294952589,700,0.531520395550062,0,-0.00056289841358496,1,4,109,NA,NA,1000,0.000247218788627936,0.266153500393303,_proj_,_group_,1000,100,c,0.45,9,2,1,250,1,10,0
3,727,0,0.425372926126527,0.320797799174691,0.376169369748975,565,0.541953232462173,0,-0.00042764922288084,1,4,162,NA,NA,1000,0.000343878954607978,0.305414530448918,_proj_,_group_,1000,100,c,0.45,9,2,1,250,1,10,0
4,692,0,0.425376421166458,0.364910667367315,0.329120117086383,474,0.539017341040462,0,-3.9802175460091e-05,1,4,218,NA,NA,1000,0.00065028901734104,0.356410930110352,_proj_,_group_,1000,100,c,0.45,9,2,1,250,1,10,0
5,697,0,0.424216325944783,0.398214425459763,0.291159712571814,474,0.522238163558106,0,0.00036836667882154,1,4,223,NA,NA,1000,0.000860832137733142,0.394417634015912,_proj_,_group_,1000,100,c,0.45,9,2,1,250,1,10,0
6,710,0,0.424701366972642,0.417670934699104,0.268235312475411,484,0.519718309859155,0,0.000490790663028899,1,4,226,NA,NA,1000,0.00161971830985916,0.416530089628681,_proj_,_group_,1000,100,c,0.45,9,2,1,250,1,10,0
7,739,0,0.424639935771809,0.42313076639193,0.257587446928384,514,0.527740189445196,0,0.000572295815708492,1,4,225,NA,NA,1000,0.00250338294993234,0.422991757903801,_proj_,_group_,1000,100,c,0.45,9,2,1,250,1,10,0
8,727,0,0.424627512483619,0.423792672252095,0.258579130509998,518,0.50343878954608,0,0.000702515281825971,1,4,209,NA,NA,1000,0.00254470426409904,0.423758909591097,_proj_,_group_,1000,100,c,0.45,9,2,1,250,1,10,0
9,713,0,0.424631312008689,0.425513196480938,0.258958305305603,494,0.49929873772791,0,0.00104373885640472,1,4,219,NA,NA,1000,0.00329593267882188,0.425513196480938,_proj_,_group_,1000,100,c,0.45,9,2,1,250,1,10,0
10,715,0,0.424402011211929,0.427285441830896,0.256749918426967,490,0.506293706293706,0,0.00140467186882609,1,4,225,NA,NA,1000,0.00412587412587413,0.427285441830896,_proj_,_group_,1000,100,c,0.45,9,2,1,250,1,10,0
11,721,0,0.424572189993059,0.426440549741521,0.256789998889253,498,0.503467406380028,0,0.00153238623005867,1,4,223,NA,NA,1000,0.00443828016643551,0.426440549741521,_proj_,_group_,1000,100,c,0.45,9,2,1,250,1,10,0
12,730,0,0.424972142138215,0.427895392278954,0.254286049114978,502,0.517808219178082,0,0.00173427520442845,1,4,228,NA,NA,1000,0.00486301369863014,0.427895392278954,_proj_,_group_,1000,100,c,0.45,9,2,1,250,1,10,0
13,715,0,0.424910184538919,0.426446280991736,0.2579427078229,495,0.513286713286713,0,0.00207277930223503,1,4,220,NA,NA,1000,0.00587412587412587,0.426446280991736,_proj_,_group_,1000,100,c,0.45,9,2,1,250,1,10,0
14,707,0,0.425810085554928,0.427311302558827,0.258974593291146,484,0.489391796322489,0,0.00237496761741339,1,4,223,NA,NA,1000,0.00622347949080622,0.427311302558827,_proj_,_group_,1000,100,c,0.45,9,2,1,250,1,10,0
15,721,0,0.425371936279118,0.426932291009961,0.256891456375727,495,0.50624133148405,0,0.00281812606770697,1,4,226,NA,NA,1000,0.00651872399445215,0.426932291009961,_proj_,_group_,1000,100,c,0.45,9,2,1,250,1,10,0
16,723,0,0.425345281467766,0.42822834150635,0.255291793532611,500,0.51313969571231,0,0.00259909881903196,1,4,223,NA,NA,1000,0.00726141078838174,0.42822834150635,_proj_,_group_,1000,100,c,0.45,9,2,1,250,1,10,0
17,728,0,0.424885828457257,0.428771228771229,0.253656847983804,509,0.517857142857143,0,0.00285634501197517,1,4,219,NA,NA,1000,0.00700549450549451,0.428771228771229,_proj_,_group_,1000,100,c,0.45,9,2,1,250,1,10,0
18,725,0,0.425258622851584,0.426633228840125,0.256499665263111,505,0.493793103448276,0,0.00316547639143802,1,4,220,NA,NA,1000,0.00668965517241379,0.426633228840125,_proj_,_group_,1000,100,c,0.45,9,2,1,250,1,10,0
19,709,0,0.425465101579874,0.426452109244775,0.259255349778427,487,0.502115655853315,0,0.00349528083235665,1,4,222,NA,NA,1000,0.0077574047954866,0.426452109244775,_proj_,_group_,1000,100,c,0.45,9,2,1,250,1,10,0
20,724,0,0.425725068748595,0.425062782521346,0.258541497871714,497,0.49171270718232,0,0.00378291547841076,1,4,227,NA,NA,1000,0.00925414364640884,0.425062782521346,_proj_,_group_,1000,100,c,0.45,9,2,1,250,1,10,0
21,731,0,0.425487893696651,0.426116154707126,0.256282458539131,505,0.491108071135431,0,0.00414174652929422,1,4,226,NA,NA,1000,0.00971272229822161,0.426116154707126,_proj_,_group_,1000,100,c,0.45,9,2,1,250,1,10,0
22,742,0,0.425806297145869,0.428252879196275,0.252755538193848,522,0.485175202156334,0,0.00382227847808507,1,4,220,NA,NA,1000,0.00977088948787062,0.428252879196275,_proj_,_group_,1000,100,c,0.45,9,2,1,250,1,10,0
23,731,0,0.425079121690121,0.428541226215645,0.25357359319446,512,0.499316005471956,0,0.00387052887218052,1,4,219,NA,NA,1000,0.00827633378932969,0.428541226215645,_proj_,_group_,1000,100,c,0.45,9,2,1,250,1,10,0
24,711,0,0.42475750040777,0.429228998849252,0.255724238159678,488,0.517580872011252,0,0.00398240077928694,1,4,223,NA,NA,1000,0.00921237693389592,0.429228998849252,_proj_,_group_,1000,100,c,0.45,9,2,1,250,1,10,0
25,708,0,0.424104618070971,0.427208525937339,0.257687581878189,481,0.494350282485876,0,0.00441566236686831,1,4,227,NA,NA,1000,0.00974576271186441,0.427208525937339,_proj_,_group_,1000,100,c,0.45,9,2,1,250,1,10,0
26,734,0,0.424514985363588,0.426789695318306,0.254445020254744,523,0.489100817438692,0,0.00436257461677715,1,4,211,NA,NA,1000,0.0115803814713896,0.426789695318306,_proj_,_group_,1000,100,c,0.45,9,2,1,250,1,10,0
27,721,0,0.424047265501287,0.423931408397428,0.258878248701825,502,0.507628294036061,0,0.00469759230973522,1,4,219,NA,NA,1000,0.0106102635228849,0.423931408397428,_proj_,_group_,1000,100,c,0.45,9,2,1,250,1,10,0
28,697,0,0.423350413246957,0.423412025564106,0.262531719768187,475,0.507890961262554,0,0.00494648210990469,1,4,222,NA,NA,1000,0.0111190817790531,0.423412025564106,_proj_,_group_,1000,100,c,0.45,9,2,1,250,1,10,0
29,716,0,0.422168781972529,0.423298628745556,0.258883524369936,489,0.512569832402235,0,0.00539921711910793,1,4,227,NA,NA,1000,0.0111731843575419,0.423298628745556,_proj_,_group_,1000,100,c,0.45,9,2,1,250,1,10,0
30,719,0,0.422406912707148,0.424781894044759,0.257141559599498,495,0.499304589707928,0,0.00585689478726361,1,4,224,NA,NA,1000,0.0114047287899861,0.424781894044759,_proj_,_group_,1000,100,c,0.45,9,2,1,250,1,10,0
31,733,0,0.422032496816086,0.426094505767084,0.253441419859538,504,0.480218281036835,0,0.00578406709416778,1,4,229,NA,NA,1000,0.0107094133697135,0.426094505767084,_proj_,_group_,1000,100,c,0.45,9,2,1,250,1,10,0
32,736,0,0.421985335283661,0.425580533596838,0.253467602255483,516,0.485054347826087,0,0.00634873291574725,1,4,220,NA,NA,1000,0.0106657608695652,0.425580533596838,_proj_,_group_,1000,100,c,0.45,9,2,1,250,1,10,0
33,733,0,0.42209569287157,0.425275951878953,0.254304623724456,516,0.496589358799454,0,0.0065350939797571,1,4,217,NA,NA,1000,0.0107776261937244,0.425275951878953,_proj_,_group_,1000,100,c,0.45,9,2,1,250,1,10,0
34,716,0,0.422110307532111,0.42260030472321,0.259527669719676,497,0.498603351955307,0,0.00640893835907147,1,4,219,NA,NA,1000,0.0112430167597765,0.42260030472321,_proj_,_group_,1000,100,c,0.45,9,2,1,250,1,10,0
35,706,0,0.422110561837427,0.420988926088076,0.262619934381087,480,0.494334277620397,0,0.0064986051682621,1,4,226,NA,NA,1000,0.011685552407932,0.420988926088076,_proj_,_group_,1000,100,c,0.45,9,2,1,250,1,10,0
36,719,0,0.422122110143354,0.420672651409786,0.260984081135301,490,0.497913769123783,0,0.00697131064514884,1,4,229,NA,NA,1000,0.0120305980528512,0.420672651409786,_proj_,_group_,1000,100,c,0.45,9,2,1,250,1,10,0
37,732,0,0.420896829420244,0.419833581718828,0.258991312579265,508,0.479508196721311,0,0.00740375271307048,1,4,224,NA,NA,1000,0.0108606557377049,0.419833581718828,_proj_,_group_,1000,100,c,0.45,9,2,1,250,1,10,0
38,717,0,0.421216117690269,0.420717636617218,0.26057843104175,494,0.504881450488145,0,0.00757047665385784,1,4,223,NA,NA,1000,0.0110878661087866,0.420717636617218,_proj_,_group_,1000,100,c,0.45,9,2,1,250,1,10,0
39,700,0,0.421306966604824,0.422194805194805,0.26178629451739,472,0.507142857142857,0,0.00767914298154762,1,4,228,NA,NA,1000,0.0114285714285714,0.422194805194805,_proj_,_group_,1000,100,c,0.45,9,2,1,250,1,10,0
40,719,0,0.42169805846089,0.422164622581869,0.2592032351077,489,0.496522948539638,0,0.00781018193798226,1,4,230,NA,NA,1000,0.0102225312934631,0.422164622581869,_proj_,_group_,1000,100,c,0.45,9,2,1,250,1,10,0
41,725,0,0.421794530321046,0.422884012539185,0.257660903624124,497,0.502068965517241,0,0.00847854480862573,1,4,228,NA,NA,1000,0.0108965517241379,0.422884012539185,_proj_,_group_,1000,100,c,0.45,9,2,1,250,1,10,0
42,731,0,0.421534956535172,0.423168760104465,0.256287827776275,504,0.511627906976744,0,0.00884355593442322,1,4,227,NA,NA,1000,0.0102599179206566,0.423168760104465,_proj_,_group_,1000,100,c,0.45,9,2,1,250,1,10,0
43,709,0,0.420744838901085,0.422310552634953,0.259884426713033,486,0.521861777150917,0,0.0090375624976825,1,4,223,NA,NA,1000,0.00994358251057828,0.422310552634953,_proj_,_group_,1000,100,c,0.45,9,2,1,250,1,10,0
44,718,0,0.419942048373023,0.421714358065333,0.258513523222443,495,0.540389972144847,0,0.00941394500935047,1,4,223,NA,NA,1000,0.00967966573816156,0.421714358065333,_proj_,_group_,1000,100,c,0.45,9,2,1,250,1,10,0
45,730,0,0.419255915317559,0.421008717310087,0.256900376895699,510,0.50958904109589,0,0.00966828006118755,1,4,220,NA,NA,1000,0.0106849315068493,0.421008717310087,_proj_,_group_,1000,100,c,0.45,9,2,1,250,1,10,0
46,746,0,0.418585792518258,0.41786497684621,0.257201289514846,528,0.493297587131367,0,0.0100887493970145,1,4,218,NA,NA,1000,0.0103217158176944,0.41786497684621,_proj_,_group_,1000,100,c,0.45,9,2,1,250,1,10,0
47,735,0,0.418578100875477,0.417192331478046,0.25947354095102,519,0.497959183673469,0,0.0105500096660955,1,4,216,NA,NA,1000,0.0105442176870748,0.417192331478046,_proj_,_group_,1000,100,c,0.45,9,2,1,250,1,10,0
48,732,0,0.417751461470388,0.41650521609538,0.25998781121722,516,0.51775956284153,0,0.0106436712012792,1,4,216,NA,NA,1000,0.00997267759562842,0.41650521609538,_proj_,_group_,1000,100,c,0.45,9,2,1,250,1,10,0
49,733,0,0.417658771417922,0.417536896936624,0.258739187740948,516,0.503410641200546,0,0.0112179333421369,1,4,217,NA,NA,1000,0.0105729877216917,0.417536896936624,_proj_,_group_,1000,100,c,0.45,9,2,1,250,1,10,0
50,726,0,0.418599948325548,0.421174555472076,0.256850086154614,505,0.515151515151515,0,0.0113773533168165,1,4,221,NA,NA,1000,0.0110881542699725,0.421174555472076,_proj_,_group_,1000,100,c,0.45,9,2,1,250,1,10,0
51,731,0,0.418817054388326,0.422882726029101,0.254553279643514,525,0.522571819425445,0,0.0118025220857036,1,4,206,NA,NA,1000,0.0127222982216142,0.422882726029101,_proj_,_group_,1000,100,c,0.45,9,2,1,250,1,10,0
52,698,0,0.419396653707127,0.423704089606668,0.259258640820426,478,0.517191977077364,0,0.0120007328256876,1,4,220,NA,NA,1000,0.0141117478510029,0.423704089606668,_proj_,_group_,1000,100,c,0.45,9,2,1,250,1,10,0
53,712,0,0.419080393315812,0.422803881511747,0.257727841616809,484,0.50561797752809,0,0.0123626608190732,1,4,228,NA,NA,1000,0.0133426966292135,0.422803881511747,_proj_,_group_,1000,100,c,0.45,9,2,1,250,1,10,0
54,731,0,0.418045827378189,0.420955105086432,0.255904885930942,504,0.496580027359781,0,0.01338897771313,1,4,227,NA,NA,1000,0.012859097127223,0.420955105086432,_proj_,_group_,1000,100,c,0.45,9,2,1,250,1,10,0
55,732,0,0.418508825150185,0.420367610531545,0.256686879966476,508,0.494535519125683,0,0.0131681528348134,1,4,224,NA,NA,1000,0.0129781420765027,0.420367610531545,_proj_,_group_,1000,100,c,0.45,9,2,1,250,1,10,0
56,721,0,0.418325533454198,0.418787038204514,0.259771092536263,501,0.489597780859917,0,0.0134793299746816,1,4,220,NA,NA,1000,0.0131067961165049,0.418787038204514,_proj_,_group_,1000,100,c,0.45,9,2,1,250,1,10,0
57,709,0,0.418056544445049,0.423951788690858,0.256318393901776,487,0.496473906911142,0,0.0140719184179408,1,4,222,NA,NA,1000,0.0132581100141044,0.423951788690858,_proj_,_group_,1000,100,c,0.45,9,2,1,250,1,10,0
58,708,0,0.417676187325713,0.421854134565999,0.25825572119709,482,0.522598870056497,0,0.0137322774359973,1,4,226,NA,NA,1000,0.0125,0.421854134565999,_proj_,_group_,1000,100,c,0.45,9,2,1,250,1,10,0
59,718,0,0.418324867689786,0.422410736895417,0.256638407251141,486,0.51949860724234,0,0.0143079576476374,1,4,232,NA,NA,1000,0.0139275766016713,0.422410736895417,_proj_,_group_,1000,100,c,0.45,9,2,1,250,1,10,0
60,715,0,0.419026749474302,0.42127145581691,0.258736943085397,495,0.516083916083916,0,0.0144181835832913,1,4,220,NA,NA,1000,0.0144755244755245,0.42127145581691,_proj_,_group_,1000,100,c,0.45,9,2,1,250,1,10,0
61,718,0,0.418467203008272,0.419992403140035,0.259133974821077,490,0.527855153203343,0,0.0146934972292526,1,4,228,NA,NA,1000,0.0146239554317549,0.419992403140035,_proj_,_group_,1000,100,c,0.45,9,2,1,250,1,10,0
62,709,0,0.419021624232683,0.420489806385434,0.26041840649554,488,0.533145275035261,0,0.0151949794677712,1,4,221,NA,NA,1000,0.0157968970380818,0.420489806385434,_proj_,_group_,1000,100,c,0.45,9,2,1,250,1,10,0
63,725,0,0.419696776564696,0.420413793103448,0.25856641723499,498,0.531034482758621,0,0.0158700090538844,1,4,227,NA,NA,1000,0.0164137931034483,0.420413793103448,_proj_,_group_,1000,100,c,0.45,9,2,1,250,1,10,0
64,733,0,0.420175522602615,0.42094753813717,0.257197096972654,510,0.534788540245566,0,0.0156471707107514,1,4,223,NA,NA,1000,0.0169849931787176,0.42094753813717,_proj_,_group_,1000,100,c,0.45,9,2,1,250,1,10,0
65,723,0,0.419860464808899,0.42078460958129,0.258618775293892,505,0.536652835408022,0,0.0163223786828995,1,4,218,NA,NA,1000,0.0177731673582296,0.42078460958129,_proj_,_group_,1000,100,c,0.45,9,2,1,250,1,10,0
66,715,0,0.419969102734519,0.420915448188175,0.259775919771185,491,0.503496503496504,0,0.0163089680265386,1,4,224,NA,NA,1000,0.0178321678321678,0.420915448188175,_proj_,_group_,1000,100,c,0.45,9,2,1,250,1,10,0
67,717,0,0.419849490157258,0.420273868391023,0.26001860864824,495,0.514644351464435,0,0.0161657290441114,1,4,222,NA,NA,1000,0.0175034867503487,0.420273868391023,_proj_,_group_,1000,100,c,0.45,9,2,1,250,1,10,0
68,724,0,0.418844260498209,0.421320944249121,0.257187178434171,497,0.494475138121547,0,0.0163555102924342,1,4,227,NA,NA,1000,0.0174033149171271,0.421320944249121,_proj_,_group_,1000,100,c,0.45,9,2,1,250,1,10,0
69,754,0,0.419484268132855,0.421051362430673,0.253489385453148,530,0.492042440318302,0,0.0163130429588663,1,4,224,NA,NA,1000,0.0187665782493369,0.421051362430673,_proj_,_group_,1000,100,c,0.45,9,2,1,250,1,10,0
70,727,0,0.419928002574556,0.420907840440165,0.257946884929317,524,0.495185694635488,0,0.0163353273469308,1,4,203,NA,NA,1000,0.018363136176066,0.420907840440165,_proj_,_group_,1000,100,c,0.45,9,2,1,250,1,10,0
71,709,0,0.420761648766586,0.422502884985255,0.259708297320158,487,0.483779971791255,0,0.0159989303296515,1,4,222,NA,NA,1000,0.0186177715091678,0.422502884985255,_proj_,_group_,1000,100,c,0.45,9,2,1,250,1,10,0
72,721,0,0.420328733383687,0.420804438280166,0.259243345473087,493,0.467406380027739,0,0.0161250502631531,1,4,228,NA,NA,1000,0.0182385575589459,0.420804438280166,_proj_,_group_,1000,100,c,0.45,9,2,1,250,1,10,0
73,739,0,0.419667711001774,0.422425882642391,0.254446101735111,519,0.468200270635995,0,0.0157896298228828,1,4,220,NA,NA,1000,0.0190121786197564,0.422425882642391,_proj_,_group_,1000,100,c,0.45,9,2,1,250,1,10,0
74,721,0,0.419710484901765,0.422620098348254,0.25699246546648,507,0.470180305131761,0,0.0159154108131838,1,4,214,NA,NA,1000,0.0195561719833564,0.422620098348254,_proj_,_group_,1000,100,c,0.45,9,2,1,250,1,10,0
75,715,0,0.4196970111897,0.421958041958042,0.258550397555846,493,0.467132867132867,0,0.0157776128033648,1,4,222,NA,NA,1000,0.0197902097902098,0.421958041958042,_proj_,_group_,1000,100,c,0.45,9,2,1,250,1,10,0
76,732,0,0.419560103181777,0.42143566815698,0.256401170001765,520,0.490437158469945,0,0.0156098110036335,1,4,212,NA,NA,1000,0.0216530054644809,0.42143566815698,_proj_,_group_,1000,100,c,0.45,9,2,1,250,1,10,0
77,742,0,0.41949735345771,0.420570938495467,0.25573968000105,521,0.51078167115903,0,0.0155094410107191,1,4,221,NA,NA,1000,0.0231132075471698,0.420570938495467,_proj_,_group_,1000,100,c,0.45,9,2,1,250,1,10,0
78,720,0,0.41819183150954,0.419419191919192,0.259196958121946,503,0.498611111111111,0,0.0155618451647566,1,4,217,NA,NA,1000,0.0227083333333333,0.419419191919192,_proj_,_group_,1000,100,c,0.45,9,2,1,250,1,10,0
79,711,0,0.41835466416196,0.420854110727528,0.259269157227246,487,0.50210970464135,0,0.0155093370710382,1,4,224,NA,NA,1000,0.0236286919831224,0.420854110727528,_proj_,_group_,1000,100,c,0.45,9,2,1,250,1,10,0
80,715,0,0.418471701216774,0.421195168467896,0.258406114445393,489,0.521678321678322,0,0.0153885878751331,1,4,226,NA,NA,1000,0.0247552447552448,0.421195168467896,_proj_,_group_,1000,100,c,0.45,9,2,1,250,1,10,0
81,744,0,0.418555892562461,0.421285434995112,0.254016925623358,523,0.506720430107527,0,0.015677826645496,1,4,221,NA,NA,1000,0.0247983870967742,0.421285434995112,_proj_,_group_,1000,100,c,0.45,9,2,1,250,1,10,0
82,731,0,0.418903963629627,0.42351697550056,0.253984640738551,516,0.522571819425445,0,0.0155656209326733,1,4,215,NA,NA,1000,0.0246238030095759,0.42351697550056,_proj_,_group_,1000,100,c,0.45,9,2,1,250,1,10,0
83,740,0,0.419048949133409,0.421461916461916,0.254802368668679,518,0.518918918918919,0,0.0160503127106347,1,4,222,NA,NA,1000,0.0248648648648649,0.421461916461916,_proj_,_group_,1000,100,c,0.45,9,2,1,250,1,10,0
84,723,0,0.417866384441512,0.421237268955111,0.256699669392188,504,0.515905947441217,0,0.0166663717005368,1,4,219,NA,NA,1000,0.0253112033195021,0.421237268955111,_proj_,_group_,1000,100,c,0.45,9,2,1,250,1,10,0
85,707,0,0.419202408218191,0.421666452359522,0.25970373685813,489,0.523338048090523,0,0.0166146813799558,1,4,218,NA,NA,1000,0.0261669024045262,0.421666452359522,_proj_,_group_,1000,100,c,0.45,9,2,1,250,1,10,0
86,703,0,0.417776652829434,0.415698952541058,0.265121421447588,471,0.530583214793741,0,0.0177640431903621,1,4,232,NA,NA,1000,0.0254623044096728,0.415698952541058,_proj_,_group_,1000,100,c,0.45,9,2,1,250,1,10,0
87,728,0,0.416920553690815,0.415172327672328,0.261292958529893,497,0.516483516483517,0,0.0186647879578624,1,4,231,NA,NA,1000,0.0252747252747253,0.415172327672328,_proj_,_group_,1000,100,c,0.45,9,2,1,250,1,10,0
88,727,0,0.416716223879691,0.41530573965237,0.261156268988918,510,0.499312242090784,0,0.0185672448498252,1,4,217,NA,NA,1000,0.0235900962861073,0.41530573965237,_proj_,_group_,1000,100,c,0.45,9,2,1,250,1,10,0
89,732,0,0.415461106292704,0.416132637853949,0.258660459717393,508,0.489071038251366,0,0.0185836373541833,1,4,224,NA,NA,1000,0.0220628415300546,0.416132637853949,_proj_,_group_,1000,100,c,0.45,9,2,1,250,1,10,0
90,729,0,0.415420064589399,0.416959720663424,0.258247729540751,506,0.507544581618656,0,0.0190891487399481,1,4,223,NA,NA,1000,0.0204389574759945,0.416959720663424,_proj_,_group_,1000,100,c,0.45,9,2,1,250,1,10,0
91,712,0,0.415070563648414,0.41579417773238,0.261706916910503,492,0.52247191011236,0,0.019490764452267,1,4,220,NA,NA,1000,0.0195926966292135,0.41579417773238,_proj_,_group_,1000,100,c,0.45,9,2,1,250,1,10,0
92,716,0,0.414607296475255,0.416150330116811,0.260409608471358,488,0.504189944134078,0,0.0202115157798496,1,4,228,NA,NA,1000,0.0199720670391061,0.416150330116811,_proj_,_group_,1000,100,c,0.45,9,2,1,250,1,10,0
93,723,0,0.414406282831413,0.414812020621149,0.260538408500115,498,0.485477178423237,0,0.0210637607454299,1,4,225,NA,NA,1000,0.0208852005532503,0.414812020621149,_proj_,_group_,1000,100,c,0.45,9,2,1,250,1,10,0
94,730,0,0.413686739794265,0.415691158156912,0.258080073074479,506,0.457534246575342,0,0.021659076058491,1,4,224,NA,NA,1000,0.0224657534246575,0.415691158156912,_proj_,_group_,1000,100,c,0.45,9,2,1,250,1,10,0
95,729,0,0.414089770676673,0.417283950617284,0.256933605628453,509,0.455418381344307,0,0.0218124106653939,1,4,220,NA,NA,1000,0.0236625514403292,0.417283950617284,_proj_,_group_,1000,100,c,0.45,9,2,1,250,1,10,0
96,728,0,0.413783795188328,0.418431568431568,0.255707342136268,511,0.465659340659341,0,0.0219679179542477,1,4,217,NA,NA,1000,0.0251373626373626,0.418431568431568,_proj_,_group_,1000,100,c,0.45,9,2,1,250,1,10,0
97,705,0,0.414340599293066,0.420425531914894,0.257695390096289,487,0.460992907801418,0,0.0217242464788563,1,4,218,NA,NA,1000,0.0265248226950355,0.420425531914894,_proj_,_group_,1000,100,c,0.45,9,2,1,250,1,10,0
98,689,0,0.414350275788784,0.418063069006465,0.262529671050413,466,0.481857764876633,0,0.0216965343293255,1,4,223,NA,NA,1000,0.0259796806966618,0.418063069006465,_proj_,_group_,1000,100,c,0.45,9,2,1,250,1,10,0
99,705,0,0.414604039489508,0.416196002578981,0.262040008744473,473,0.506382978723404,0,0.021930768735049,1,4,232,NA,NA,1000,0.0270921985815603,0.416196002578981,_proj_,_group_,1000,100,c,0.45,9,2,1,250,1,10,0
100,688,0,0.414027958524878,0.416688689217759,0.263788271335312,494,0.51453488372093,0,0.0224228931626859,1,4,194,NA,NA,930,0.0268168604651163,0.416688689217759,_proj_,_group_,1000,100,c,0.45,9,2,1,250,1,10,0
101,640,0,0.414176036487926,0.415042613636364,0.273187478817438,493,0.5265625,0,0.0222498669356077,1,4,147,NA,NA,860,0.02625,0.415042613636364,_proj_,_group_,1000,100,c,0.45,9,2,1,250,1,10,0
102,573,0,0.414338514112369,0.4140409328891,0.285673477874252,419,0.516579406631763,0,0.0226431220462416,1,4,154,NA,NA,790,0.0269633507853403,0.4140409328891,_proj_,_group_,1000,100,c,0.45,9,2,1,250,1,10,0
103,499,0,0.414335959220317,0.413244671160503,0.300112739300066,358,0.523046092184369,0,0.0235611591856661,1,4,141,NA,NA,720,0.0292585170340681,0.413244671160503,_proj_,_group_,1000,100,c,0.45,9,2,1,250,1,10,0
104,480,0,0.414036458333333,0.414318181818182,0.302876248486498,348,0.50625,0,0.023768140840792,1,4,132,NA,NA,650,0.0260416666666667,0.414318181818182,_proj_,_group_,1000,100,c,0.45,9,2,1,250,1,10,0
105,412,0,0.414937145990968,0.414077669902913,0.317797710176766,314,0.473300970873786,0,0.0238005325993636,1,4,98,NA,NA,580,0.0258495145631068,0.414077669902913,_proj_,_group_,1000,100,c,0.45,9,2,1,250,1,10,0
106,382,0,0.415276725618068,0.415683008091385,0.323624662054871,279,0.473821989528796,0,0.0240436473531598,1,4,103,NA,NA,510,0.0264397905759162,0.415683008091385,_proj_,_group_,1000,100,c,0.45,9,2,1,250,1,10,0
107,322,0,0.41772496676966,0.417363071710898,0.338046074252426,258,0.512422360248447,0,0.023578933053183,1,4,64,NA,NA,440,0.0281055900621118,0.417363071710898,_proj_,_group_,1000,100,c,0.45,9,2,1,250,1,10,0
108,273,0,0.416669045240474,0.417582417582418,0.35037148006657,206,0.542124542124542,0,0.0243658318250941,1,4,67,NA,NA,370,0.0261904761904762,0.417582417582418,_proj_,_group_,1000,100,c,0.45,9,2,1,250,1,10,0
109,221,0,0.415072749980921,0.417729329494035,0.364624389528139,181,0.502262443438914,0,0.0246780682111999,1,4,40,NA,NA,300,0.0235294117647059,0.417729329494035,_proj_,_group_,1000,100,c,0.45,9,2,1,250,1,10,0
110,207,0,0.413762281500152,0.417566974088713,0.368567849895768,141,0.497584541062802,0,0.0259024769091535,1,4,66,NA,NA,300,0.021256038647343,0.417566974088713,_proj_,_group_,1000,100,c,0.45,9,2,1,250,1,10,0
111,213,0,0.414002352427268,0.420571916346564,0.365561197943044,144,0.492957746478873,0,0.0267174984853205,1,4,69,NA,NA,300,0.0208920187793427,0.420571916346564,_proj_,_group_,1000,100,c,0.45,9,2,1,250,1,10,0
112,218,0,0.415496954648752,0.423644703919933,0.363135961417588,148,0.495412844036697,0,0.0270238568944791,1,4,70,NA,NA,300,0.0243119266055046,0.423644703919933,_proj_,_group_,1000,100,c,0.45,9,2,1,250,1,10,0
113,216,0,0.415302718543459,0.424074074074074,0.363521117156278,150,0.453703703703704,0,0.027127970295783,1,4,66,NA,NA,300,0.0229166666666667,0.424074074074074,_proj_,_group_,1000,100,c,0.45,9,2,1,250,1,10,0
114,212,0,0.414474477329363,0.424571183533448,0.364342006147789,148,0.457547169811321,0,0.0293871494311508,1,4,64,NA,NA,300,0.0212264150943396,0.424571183533448,_proj_,_group_,1000,100,c,0.45,9,2,1,250,1,10,0
115,223,0,0.412885384237111,0.420342437831227,0.36230559562342,154,0.511210762331839,0,0.0319230898583604,1,4,69,NA,NA,300,0.0201793721973094,0.420342437831227,_proj_,_group_,1000,100,c,0.45,9,2,1,250,1,10,0
116,218,0,0.414963539953019,0.422018348623853,0.363679028954822,155,0.522935779816514,0,0.0311706868216315,1,4,63,NA,NA,300,0.0245412844036697,0.422018348623853,_proj_,_group_,1000,100,c,0.45,9,2,1,250,1,10,0
