YearBorn,nBornThisYear,meanLRS,SD,LRSfemale,LRSmale,meanRRS,SDRRS,replicate,parameterset,col,mig
2,25,1.68,1.519868415,2,1.578947368,0.152727273,1.519868415,2,b,blue,0
3,38,1.894736842,1.827558905,1.888888889,1.9,0.172248804,1.827558905,2,b,blue,0
4,37,1.783783784,1.493227956,1.8,1.764705882,0.162162162,1.493227956,2,b,blue,0
5,40,1.9,1.581949463,1.571428571,2.076923077,0.172727273,1.581949463,2,b,blue,0
6,37,2.486486486,2.129444654,2.777777778,2.210526316,0.226044226,2.129444654,2,b,blue,0
7,32,2.1875,1.330474085,2.105263158,2.307692308,0.198863636,1.330474085,2,b,blue,0
8,53,1.754716981,1.592115916,2.076923077,1.444444444,0.159519726,1.592115916,2,b,blue,0
9,83,2.204819277,1.792661437,2.358974359,2.068181818,0.200438116,1.792661437,2,b,blue,0
10,111,1.666666667,1.343897543,1.759259259,1.578947368,0.151515152,1.343897543,2,b,blue,0
11,74,2.067567568,1.378216846,1.837837838,2.297297297,0.187960688,1.378216846,2,b,blue,0
12,41,1.926829268,1.506490025,2.052631579,1.818181818,0.175166297,1.506490025,2,b,blue,0
13,35,2.057142857,1.679335603,2.153846154,2,0.187012987,1.679335603,2,b,blue,0
14,34,2.147058824,1.690120185,2.529411765,1.764705882,0.195187166,1.690120185,2,b,blue,0
15,38,1.684210526,1.337712108,2.111111111,1.3,0.153110048,1.337712108,2,b,blue,0
16,31,2.64516129,2.042031457,2.125,3.2,0.240469208,2.042031457,2,b,blue,0
17,51,2.352941176,1.7184124,2.52,2.192307692,0.213903743,1.7184124,2,b,blue,0
18,72,2.069444444,1.706048799,1.975,2.1875,0.188131313,1.706048799,2,b,blue,0
19,93,1.784946237,1.397586914,1.87755102,1.681818182,0.16226784,1.397586914,2,b,blue,0
20,82,1.768292683,1.476555723,1.5,2,0.16075388,1.476555723,2,b,blue,0
21,57,2.157894737,1.88783203,2.032258065,2.307692308,0.196172249,1.88783203,2,b,blue,0
22,38,2.184210526,1.813690625,1.777777778,2.55,0.198564593,1.813690625,2,b,blue,0
23,36,1.972222222,1.133543398,1.875,2.166666667,0.179292929,1.133543398,2,b,blue,0
24,39,2,1.256561725,2.095238095,1.888888889,0.181818182,1.256561725,2,b,blue,0
25,29,2.068965517,1.386955414,1.666666667,2.5,0.188087774,1.386955414,2,b,blue,0
26,48,1.854166667,1.368172929,1.896551724,1.789473684,0.168560606,1.368172929,2,b,blue,0
27,66,2.090909091,1.69820967,2.121212121,2.060606061,0.190082645,1.69820967,2,b,blue,0
28,84,2.023809524,1.27983612,1.861111111,2.145833333,0.183982684,1.27983612,2,b,blue,0
29,81,1.604938272,1.319839122,1.55,1.658536585,0.145903479,1.319839122,2,b,blue,0
30,68,2.058823529,1.348103731,2,2.137931034,0.187165775,1.348103731,2,b,blue,0
31,45,2.466666667,1.358475081,2.333333333,2.583333333,0.224242424,1.358475081,2,b,blue,0
32,36,2.472222222,1.558132786,2.545454545,2.357142857,0.224747475,1.558132786,2,b,blue,0
33,39,1.871794872,1.641236491,2.111111111,1.666666667,0.17016317,1.641236491,2,b,blue,0
34,31,2.419354839,1.648720586,2.375,2.434782609,0.219941349,1.648720586,2,b,blue,0
35,44,1.704545455,1.373834313,1.9,1.541666667,0.154958678,1.373834313,2,b,blue,0
36,61,2.114754098,1.633996743,2.108108108,2.125,0.192250373,1.633996743,2,b,blue,0
37,77,1.662337662,1.220551963,1.622222222,1.71875,0.151121606,1.220551963,2,b,blue,0
38,80,2.025,1.558764522,2.097560976,1.948717949,0.184090909,1.558764522,2,b,blue,0
